Food_ID,Name,C_Type,Veg_Non,Describe,combined_features
178,Beans Curry,Indian,Veg,beans pasta peas spinach carrot coriander pepper salt,Beans Curry beans pasta peas spinach carrot coriander pepper salt
179,Mushroom Gravy,Mexican,Veg,mushroom pasta onion garlic tomato chili salt olive oil,Mushroom Gravy mushroom pasta onion garlic tomato chili salt olive oil
180,Prawn Noodle bowl,Indian,Non-Veg,prawn soup garlic spinach ginger turmeric olive oil butter,Prawn Noodle bowl prawn soup garlic spinach ginger turmeric olive oil butter
181,Potato Noodle bowl,Mediterranean,Veg,potato bread tomato carrot garlic soy sauce cumin olive oil,Potato Noodle bowl potato bread tomato carrot garlic soy sauce cumin olive oil
182,Prawn Biryani,Japanese,Non-Veg,prawn bread ginger onion capsicum turmeric soy sauce salt,Prawn Biryani prawn bread ginger onion capsicum turmeric soy sauce salt
183,Lentils Fried rice,American,Veg,lentils noodles capsicum carrot ginger salt soy sauce chili,Lentils Fried rice lentils noodles capsicum carrot ginger salt soy sauce chili
184,Paneer Gravy,Indian,Veg,paneer pasta peas carrot spinach pepper turmeric chili,Paneer Gravy paneer pasta peas carrot spinach pepper turmeric chili
185,Mushroom Fried rice,Indian,Veg,mushroom bread spinach garlic peas salt butter coriander,Mushroom Fried rice mushroom bread spinach garlic peas salt butter coriander
186,Prawn Stir fry,Indian,Non-Veg,prawn rice garlic tomato onion cumin soy sauce butter,Prawn Stir fry prawn rice garlic tomato onion cumin soy sauce butter
187,Prawn Biryani,American,Non-Veg,prawn pasta garlic onion tomato soy sauce cumin chili,Prawn Biryani prawn pasta garlic onion tomato soy sauce cumin chili
188,Mutton Stir fry,Indian,Non-Veg,mutton rice capsicum spinach onion coriander chili butter,Mutton Stir fry mutton rice capsicum spinach onion coriander chili butter
189,Tofu Masala,Chinese,Veg,tofu soup garlic capsicum carrot coriander cumin chili,Tofu Masala tofu soup garlic capsicum carrot coriander cumin chili
190,Fish Biryani,American,Non-Veg,fish bread carrot tomato ginger cumin butter coriander,Fish Biryani fish bread carrot tomato ginger cumin butter coriander
191,Paneer Stir fry,Mediterranean,Veg,paneer soup capsicum onion peas olive oil cumin turmeric,Paneer Stir fry paneer soup capsicum onion peas olive oil cumin turmeric
192,Tofu Gravy,Italian,Veg,tofu rice garlic onion spinach soy sauce cumin butter,Tofu Gravy tofu rice garlic onion spinach soy sauce cumin butter
193,Chicken Soup,Indian,Non-Veg,chicken wrap carrot spinach ginger cumin coriander soy sauce,Chicken Soup chicken wrap carrot spinach ginger cumin coriander soy sauce
194,Lentils Curry,American,Veg,lentils salad spinach ginger onion turmeric chili coriander,Lentils Curry lentils salad spinach ginger onion turmeric chili coriander
195,Fish Soup,Mediterranean,Non-Veg,fish bread carrot onion capsicum cumin chili pepper,Fish Soup fish bread carrot onion capsicum cumin chili pepper
196,Mushroom Biryani,Japanese,Veg,mushroom pasta tomato ginger capsicum pepper coriander olive oil,Mushroom Biryani mushroom pasta tomato ginger capsicum pepper coriander olive oil
197,Paneer Noodle bowl,Mexican,Veg,paneer noodles spinach capsicum ginger cumin chili coriander,Paneer Noodle bowl paneer noodles spinach capsicum ginger cumin chili coriander
198,Chicken Fried rice,Japanese,Non-Veg,chicken wrap carrot ginger onion soy sauce chili turmeric,Chicken Fried rice chicken wrap carrot ginger onion soy sauce chili turmeric
199,Egg Noodle bowl,Chinese,Non-Veg,egg pasta onion ginger peas pepper cumin butter,Egg Noodle bowl egg pasta onion ginger peas pepper cumin butter
200,Prawn Noodle bowl,Mexican,Non-Veg,prawn salad tomato capsicum spinach cumin salt chili,Prawn Noodle bowl prawn salad tomato capsicum spinach cumin salt chili
201,Mutton Curry,Chinese,Non-Veg,mutton bread ginger capsicum onion soy sauce coriander butter,Mutton Curry mutton bread ginger capsicum onion soy sauce coriander butter
202,Mutton Stir fry,Thai,Non-Veg,mutton rice carrot tomato onion coriander turmeric butter,Mutton Stir fry mutton rice carrot tomato onion coriander turmeric butter
203,Mushroom Masala,Japanese,Veg,mushroom bread onion peas carrot cumin salt coriander,Mushroom Masala mushroom bread onion peas carrot cumin salt coriander
204,Mutton Noodle bowl,Japanese,Non-Veg,mutton rice capsicum spinach tomato coriander olive oil turmeric,Mutton Noodle bowl mutton rice capsicum spinach tomato coriander olive oil turmeric
205,Mutton Pasta bowl,Mexican,Non-Veg,mutton soup garlic onion peas pepper olive oil coriander,Mutton Pasta bowl mutton soup garlic onion peas pepper olive oil coriander
206,Tofu Noodle bowl,Thai,Veg,tofu salad tomato capsicum spinach cumin turmeric coriander,Tofu Noodle bowl tofu salad tomato capsicum spinach cumin turmeric coriander
207,Chicken Gravy,Japanese,Non-Veg,chicken soup capsicum onion peas chili olive oil cumin,Chicken Gravy chicken soup capsicum onion peas chili olive oil cumin
208,Chicken Gravy,Mediterranean,Non-Veg,chicken noodles carrot spinach onion pepper butter salt,Chicken Gravy chicken noodles carrot spinach onion pepper butter salt
209,Egg Gravy,American,Non-Veg,egg soup capsicum carrot spinach soy sauce chili cumin,Egg Gravy egg soup capsicum carrot spinach soy sauce chili cumin
210,Mushroom Stir fry,Thai,Veg,mushroom soup peas carrot tomato chili cumin pepper,Mushroom Stir fry mushroom soup peas carrot tomato chili cumin pepper
211,Mutton Fried rice,Indian,Non-Veg,mutton soup onion ginger capsicum olive oil cumin chili,Mutton Fried rice mutton soup onion ginger capsicum olive oil cumin chili
212,Paneer Pasta bowl,Mexican,Veg,paneer salad capsicum peas onion cumin chili pepper,Paneer Pasta bowl paneer salad capsicum peas onion cumin chili pepper
213,Egg Stir fry,Italian,Non-Veg,egg salad peas spinach garlic butter coriander pepper,Egg Stir fry egg salad peas spinach garlic butter coriander pepper
214,Prawn Noodle bowl,Thai,Non-Veg,prawn pasta ginger tomato spinach soy sauce cumin turmeric,Prawn Noodle bowl prawn pasta ginger tomato spinach soy sauce cumin turmeric
215,Prawn Soup,Thai,Non-Veg,prawn pasta tomato garlic peas cumin chili pepper,Prawn Soup prawn pasta tomato garlic peas cumin chili pepper
216,Chickpeas Noodle bowl,Thai,Veg,chickpeas wrap tomato garlic onion butter cumin olive oil,Chickpeas Noodle bowl chickpeas wrap tomato garlic onion butter cumin olive oil
217,Fish Stir fry,Chinese,Non-Veg,fish salad spinach carrot peas salt cumin coriander,Fish Stir fry fish salad spinach carrot peas salt cumin coriander
218,Paneer Noodle bowl,Mediterranean,Veg,paneer bread ginger onion carrot butter turmeric soy sauce,Paneer Noodle bowl paneer bread ginger onion carrot butter turmeric soy sauce
219,Egg Fried rice,Indian,Non-Veg,egg noodles carrot onion ginger salt turmeric butter,Egg Fried rice egg noodles carrot onion ginger salt turmeric butter
220,Mutton Fried rice,American,Non-Veg,mutton rice tomato peas spinach coriander soy sauce chili,Mutton Fried rice mutton rice tomato peas spinach coriander soy sauce chili
221,Prawn Pasta bowl,Italian,Non-Veg,prawn rice ginger garlic carrot olive oil pepper coriander,Prawn Pasta bowl prawn rice ginger garlic carrot olive oil pepper coriander
222,Potato Curry,Chinese,Veg,potato noodles onion spinach tomato chili pepper butter,Potato Curry potato noodles onion spinach tomato chili pepper butter
223,Beans Soup,Chinese,Veg,beans pasta ginger spinach onion turmeric salt soy sauce,Beans Soup beans pasta ginger spinach onion turmeric salt soy sauce
224,Prawn Masala,Mediterranean,Non-Veg,prawn wrap peas capsicum carrot coriander butter cumin,Prawn Masala prawn wrap peas capsicum carrot coriander butter cumin
225,Paneer Masala,Japanese,Veg,paneer salad ginger onion peas salt pepper turmeric,Paneer Masala paneer salad ginger onion peas salt pepper turmeric
226,Chicken Curry,Italian,Non-Veg,chicken bread carrot garlic capsicum pepper butter salt,Chicken Curry chicken bread carrot garlic capsicum pepper butter salt
227,Paneer Curry,Italian,Veg,paneer bread tomato garlic carrot salt turmeric chili,Paneer Curry paneer bread tomato garlic carrot salt turmeric chili
228,Tofu Soup,American,Veg,tofu bread onion capsicum tomato pepper turmeric coriander,Tofu Soup tofu bread onion capsicum tomato pepper turmeric coriander
229,Mushroom Stir fry,Mediterranean,Veg,mushroom rice ginger tomato garlic salt pepper cumin,Mushroom Stir fry mushroom rice ginger tomato garlic salt pepper cumin
230,Egg Gravy,Thai,Non-Veg,egg soup spinach tomato carrot pepper butter coriander,Egg Gravy egg soup spinach tomato carrot pepper butter coriander
231,Egg Soup,Indian,Non-Veg,egg salad capsicum ginger onion chili salt butter,Egg Soup egg salad capsicum ginger onion chili salt butter
232,Lentils Curry,Thai,Veg,lentils pasta ginger capsicum spinach turmeric cumin soy sauce,Lentils Curry lentils pasta ginger capsicum spinach turmeric cumin soy sauce
233,Prawn Soup,Mexican,Non-Veg,prawn pasta capsicum carrot spinach turmeric coriander pepper,Prawn Soup prawn pasta capsicum carrot spinach turmeric coriander pepper
234,Mutton Fried rice,Mediterranean,Non-Veg,mutton salad peas capsicum tomato chili butter soy sauce,Mutton Fried rice mutton salad peas capsicum tomato chili butter soy sauce
235,Mutton Gravy,Indian,Non-Veg,mutton salad ginger carrot spinach butter coriander pepper,Mutton Gravy mutton salad ginger carrot spinach butter coriander pepper
236,Potato Noodle bowl,Italian,Veg,potato noodles ginger capsicum peas chili olive oil soy sauce,Potato Noodle bowl potato noodles ginger capsicum peas chili olive oil soy sauce
237,Potato Stir fry,Thai,Veg,potato noodles peas onion capsicum turmeric chili coriander,Potato Stir fry potato noodles peas onion capsicum turmeric chili coriander
238,Tofu Masala,Indian,Veg,tofu soup carrot ginger garlic butter salt olive oil,Tofu Masala tofu soup carrot ginger garlic butter salt olive oil
239,Egg Masala,Indian,Non-Veg,egg bread spinach carrot garlic coriander turmeric chili,Egg Masala egg bread spinach carrot garlic coriander turmeric chili
240,Chicken Noodle bowl,Mediterranean,Non-Veg,chicken rice capsicum garlic tomato coriander soy sauce olive oil,Chicken Noodle bowl chicken rice capsicum garlic tomato coriander soy sauce olive oil
241,Tofu Biryani,American,Veg,tofu soup onion peas capsicum turmeric olive oil salt,Tofu Biryani tofu soup onion peas capsicum turmeric olive oil salt
242,Mushroom Masala,Italian,Veg,mushroom pasta onion spinach ginger cumin soy sauce turmeric,Mushroom Masala mushroom pasta onion spinach ginger cumin soy sauce turmeric
243,Fish Curry,Thai,Non-Veg,fish salad garlic peas tomato turmeric olive oil salt,Fish Curry fish salad garlic peas tomato turmeric olive oil salt
244,Prawn Noodle bowl,American,Non-Veg,prawn rice garlic onion peas turmeric coriander cumin,Prawn Noodle bowl prawn rice garlic onion peas turmeric coriander cumin
245,Beans Biryani,Italian,Veg,beans noodles peas onion tomato olive oil butter salt,Beans Biryani beans noodles peas onion tomato olive oil butter salt
246,Potato Masala,Japanese,Veg,potato rice carrot ginger capsicum salt olive oil butter,Potato Masala potato rice carrot ginger capsicum salt olive oil butter
247,Chicken Pasta bowl,Indian,Non-Veg,chicken salad garlic peas carrot salt chili soy sauce,Chicken Pasta bowl chicken salad garlic peas carrot salt chili soy sauce
248,Chicken Biryani,Italian,Non-Veg,chicken noodles tomato peas spinach butter soy sauce olive oil,Chicken Biryani chicken noodles tomato peas spinach butter soy sauce olive oil
249,Tofu Stir fry,Italian,Veg,tofu wrap tomato onion garlic butter turmeric soy sauce,Tofu Stir fry tofu wrap tomato onion garlic butter turmeric soy sauce
250,Paneer Fried rice,Mexican,Veg,paneer bread spinach onion ginger chili salt pepper,Paneer Fried rice paneer bread spinach onion ginger chili salt pepper
251,Mushroom Fried rice,Indian,Veg,mushroom noodles spinach carrot capsicum olive oil salt turmeric,Mushroom Fried rice mushroom noodles spinach carrot capsicum olive oil salt turmeric
252,Chickpeas Curry,Thai,Veg,chickpeas bread ginger spinach capsicum cumin chili soy sauce,Chickpeas Curry chickpeas bread ginger spinach capsicum cumin chili soy sauce
253,Prawn Pasta bowl,Indian,Non-Veg,prawn soup ginger tomato onion salt turmeric butter,Prawn Pasta bowl prawn soup ginger tomato onion salt turmeric butter
254,Lentils Soup,Indian,Veg,lentils salad ginger spinach tomato turmeric salt chili,Lentils Soup lentils salad ginger spinach tomato turmeric salt chili
255,Egg Masala,Chinese,Non-Veg,egg bread onion carrot peas salt butter pepper,Egg Masala egg bread onion carrot peas salt butter pepper
256,Mutton Pasta bowl,Italian,Non-Veg,mutton salad carrot spinach peas chili turmeric salt,Mutton Pasta bowl mutton salad carrot spinach peas chili turmeric salt
257,Fish Pasta bowl,American,Non-Veg,fish salad spinach tomato garlic salt pepper turmeric,Fish Pasta bowl fish salad spinach tomato garlic salt pepper turmeric
258,Mutton Noodle bowl,Mediterranean,Non-Veg,mutton noodles capsicum garlic onion pepper olive oil coriander,Mutton Noodle bowl mutton noodles capsicum garlic onion pepper olive oil coriander
259,Chicken Fried rice,Mediterranean,Non-Veg,chicken wrap ginger spinach tomato coriander cumin chili,Chicken Fried rice chicken wrap ginger spinach tomato coriander cumin chili
260,Chickpeas Stir fry,Indian,Veg,chickpeas noodles carrot onion capsicum soy sauce salt turmeric,Chickpeas Stir fry chickpeas noodles carrot onion capsicum soy sauce salt turmeric
261,Chicken Masala,Mediterranean,Non-Veg,chicken bread garlic carrot capsicum salt chili pepper,Chicken Masala chicken bread garlic carrot capsicum salt chili pepper
262,Chickpeas Fried rice,Thai,Veg,chickpeas rice peas capsicum tomato butter cumin coriander,Chickpeas Fried rice chickpeas rice peas capsicum tomato butter cumin coriander
263,Mutton Fried rice,American,Non-Veg,mutton soup capsicum ginger spinach salt chili soy sauce,Mutton Fried rice mutton soup capsicum ginger spinach salt chili soy sauce
264,Tofu Pasta bowl,Mexican,Veg,tofu bread ginger tomato garlic olive oil cumin soy sauce,Tofu Pasta bowl tofu bread ginger tomato garlic olive oil cumin soy sauce
265,Beans Biryani,Chinese,Veg,beans wrap onion capsicum carrot chili turmeric pepper,Beans Biryani beans wrap onion capsicum carrot chili turmeric pepper
266,Mutton Curry,Mexican,Non-Veg,mutton soup garlic peas tomato pepper salt soy sauce,Mutton Curry mutton soup garlic peas tomato pepper salt soy sauce
267,Prawn Biryani,Indian,Non-Veg,prawn noodles tomato ginger garlic salt chili pepper,Prawn Biryani prawn noodles tomato ginger garlic salt chili pepper
268,Mutton Noodle bowl,Italian,Non-Veg,mutton soup spinach capsicum onion cumin olive oil salt,Mutton Noodle bowl mutton soup spinach capsicum onion cumin olive oil salt
269,Beans Noodle bowl,Thai,Veg,beans bread garlic tomato peas pepper coriander turmeric,Beans Noodle bowl beans bread garlic tomato peas pepper coriander turmeric
270,Egg Gravy,Italian,Non-Veg,egg pasta onion ginger garlic chili turmeric coriander,Egg Gravy egg pasta onion ginger garlic chili turmeric coriander
271,Tofu Stir fry,Italian,Veg,tofu salad carrot garlic tomato salt olive oil coriander,Tofu Stir fry tofu salad carrot garlic tomato salt olive oil coriander
272,Potato Curry,Mediterranean,Veg,potato wrap onion tomato carrot pepper coriander salt,Potato Curry potato wrap onion tomato carrot pepper coriander salt
273,Fish Curry,Mexican,Non-Veg,fish wrap ginger spinach tomato chili pepper soy sauce,Fish Curry fish wrap ginger spinach tomato chili pepper soy sauce
274,Paneer Curry,Mexican,Veg,paneer soup garlic capsicum ginger cumin turmeric pepper,Paneer Curry paneer soup garlic capsicum ginger cumin turmeric pepper
275,Prawn Soup,Indian,Non-Veg,prawn soup spinach peas garlic pepper olive oil coriander,Prawn Soup prawn soup spinach peas garlic pepper olive oil coriander
276,Tofu Biryani,Indian,Veg,tofu noodles peas garlic capsicum salt turmeric butter,Tofu Biryani tofu noodles peas garlic capsicum salt turmeric butter
277,Egg Fried rice,Chinese,Non-Veg,egg bread carrot capsicum garlic olive oil cumin coriander,Egg Fried rice egg bread carrot capsicum garlic olive oil cumin coriander
278,Fish Stir fry,Indian,Non-Veg,fish soup carrot ginger peas cumin pepper soy sauce,Fish Stir fry fish soup carrot ginger peas cumin pepper soy sauce
